#;Oggetto;# Fixed on ;# Fixed also on ;# Major release
27277;Supporto flusso giornaliero GP Dati integrativi;"";"";""
27226;Adattamenti per revisione adeguatezza/appropriatezza per clienti Professionali;"";"";""
27175;MON - (AddOn) - MONTETITOLI CATEGORIA: CUSTODIA , GAR E COLLOCAMENTO;"";"";""
27173;MON - (Correttiva) - visibilità completa monitoraggio;"";"";""
27170;correzione label;"";"";""
27169;Estrazione accesso utenti;"";"";""
27073;Approfondimento per differenze Clientela Retail e Professionale;"";"";""
27052;Alert Monitoraggio da login - Estrazione timestamp ultimo accesso;"";"";""
27042;Richiesta estrazione punteggi di Adeguatezza e Appropriatezza dei Clienti in TCLANA;"";"";""
26940;CTR - Diversificazione trattamento contratti in base allo stato della simulazione;"";"";""
26939;CTR - Gestione simulazioni multiple;"";"";""
26938;CTR - Adeguamento base dati e aggiornamento pregresso;"";"";""
26937;CTR - Gestione registrazione firma FEA con invio mail al B.O.;6.22.0;"";6.22.0
26936;CTR - Integrazione documento con IdSign per FEA con invio mail al Cliente;6.22.0;"";6.22.0
26935;CTR - Revisione Xform per punti firma;6.22.0;"";6.22.0
26934;CTR - Stampa pdf di Benvenuto;"";"";""
26933;CTR - Simulatore - Gestione prodotti;6.22.0;"";6.22.0
26932;CTR - Simulatore;6.22.0;"";6.22.0
26931;CTR - Stampa pdf delle Note;"";"";""
26930;CTR - Gestione Note;6.22.0;"";6.22.0
26929;CTR - Gestione Extra Dossier;6.22.0;"";6.22.0
26928;CTR - Edit Contratto con possibilità di sostituzione dell'esistente;6.22.0;"";6.22.0
26927;CTR - Edit Cliente con Link a Contratto in essere e in via di definizione;6.22.0;"";6.22.0
26926;CTR - I miei clienti - visualizzazione/edit contratto (sia nuova apertura che contratto eventualmente già esistente);6.22.0;"";6.22.0
26925;CTR - Censimento excel per fascia dedicata di errori;"";"";""
26924;CTR - Attività trasversali per porting;6.22.0;"";6.22.0
26923;CTR - Test non regressione;6.22.0;"";6.22.0
26922;CTR - Solo DM può lavorare sui contratti;6.22.0;"";6.22.0
26921;CTR - Revisione strutture in Applicazioni Banca;"";"";""
26920;CTR - Processo trasferimento dati Applicazioni Banca in Twill;"";"";""
26919;CTR - Definizione strutture in Twill e compatibilità Dizionario;"";"";""
26918;CTR - Definizione e studio oggetti per porting;_v.6.11.0;"";_v.6.11.0
26917;CTR - Roll-Out ;"";"";""
26916;CTR - SAL / Riunioni Interne;"";"";""
26915;CTR - Conduzione progetto;"";"";""
26902;MON - (Correttiva) - Evidenza segnalazioni Mifid non collegate a contratto;"";"";""
26900;Evidenza obbligazioni subordinate e bail-in;"";"";""
26894;CoCo Bond (Contingent Convertible Bond) - identificazione e controlli in concentrazione;"";"";""
26875;MON - Progetto Monitoraggio;"";"";""
26871;MON - (Correttiva) - Segnalazioni post demo;"";"";""
26831;Nuovo Modulo firmabile con FEA da Postino;"";"";""
26816;Valutazione attivazione calcolo performance a livello di Posizione Globale e/o Dossier;"";"";""
26809;Verifica carichi KO 22.07 causa mancanza flussi Cabel;"";"";""
26630;Dashboard - aggiungere contatore Totale Dossier;"";"";""
26629;POEVT - controllo e blocco per numeri flussi da trattare;"";"";""
26596;Valutazione Costi-Benefici - 3. Introduzione del controllo sulle operazioni effettuate negli ultimi 7 giorni;"";"";""
26568;SF Illiquidi;"";"";""
26567;MON - (AddOn) - Monitoraggio: evidenze SF non appropriati, non adeguati;"";"";""
26519;MON - Revisione eposizione adeguatezza/appropriatezza OnLine;"";"";""
26518;MON - Revisione Store Procedure adeguatezza/appropriatezza;"";"";""
26517;MON - Calcolo codice obiettivo in base al punteggio di adeguatezza (TCLANA.ADCPNT) e punteggio strategico cliente=TCLANA.ADCPNT;"";"";""
26516;MON - Adeguamento calcolo in buildPortafoglio con utilizzo nuovi dati Mifid;"";"";""
26515;MON - Adeguamento riprofilatura cointestazioni con applicazione valore più prudente dei cointestatari;"";"";""
26514;MON - Calcolo e scrittura valore Coerenza SF su TTIANA/G in PL e LIVE;"";"";""
26513;MON - Esposizione Mifid su scheda anagrafica;"";"";""
26512;MON - Acquisizione dati Mifid in TCLANA;"";"";""
26479;Visibilità macchine disco E: macchine di produzione .68 e .74;"";"";""
26382;Verifica errore fasi batch in ambiente di TEST e rallentamento OnLine;"";"";""
26381;MODIFICA STRUTTURA RETE;"";"";""
26268;Polizze a garanzia - Blocco rimborsi;6.23.0;"";6.23.0
26114;MON - System & Integration Test  c/o Consulia;"";"";""
26113;MON - Tuning OnLine per visualizzazione evidenze di monitoraggio;"";"";""
26112;MON - Attivazione monitoraggio batch;"";"";""
26111;MON - Adeguamenti per WatchList di IF;"";"";""
26110;MON - Attivazione/adeguamento della visualizzazione e dei controlli del termometro;"";"";""
26109;MON - Definizione delle 5 fasce proposte (configurazione Twill Office);"";"";""
26108;MON - Gestione ed esposizione punteggio di rischio singolo SF;"";"";""
26107;MON - Revisione buildPortafoglio per applicazione nuovo algoritmo di calcolo;"";"";""
26106;MON - Gestione file volatilita, rating in ambito PL e LIVE (ora solo in SA);"";"";""
26105;MON - Scheda Contratto per dossier per revisione esposizione dati simile a Posizione Globale Cliente;"";"";""
26104;MON - Scheda Contratto per dossier per gestione filtro lista CC collegati;"";"";""
26103;MON - Revisione buildPortafoglio;"";"";""
26102;MON - Revisione buildContratto;"";"";""
26101;MON - Revisione Batch Portafogli;"";"";""
26100;MON - Revisione Batch Contratti;"";"";""
26099;MON - Revisione e definizione strutture in Twill;"";"";""
26098;MON - Roll-Out e Post Roll-Out;"";"";""
26096;MON - Macro Analisi Tecnico/Funzionale e sal;"";"";""
25968;Demo consulenza su Polizze ven 30.04 e preparazione ambiente di TEST di Banca Ifigest;"";"";""
25966;Supporto 27.04.2021 per mancato carico file DatiIntegrativiGP;"";"";""
25936;Mancata ricezione flussi Cabel 21.04.2021;"";"";""
25811;MON - Revisione regole concentrazione;"";"";""
25798;Verifica fasi batch del 03.04 (errore trattamento TCLCOL);"";"";""
25790;MON - Acquisizione in SA dei flussi volatilità (da #25423);"";"";""
25782;MON - Acquisizione in SA dei flussi rating (da #25423);"";"";""
25779;Acquisizione in SA del flusso PosizioniGP (da #25423);"";"";""
25737;AMPLIAMENTO VISIBILITA' UTENTE ROBBAB;"";"";""
25661;caricamento flusso EMT tracciato V3;"";"";""
25614;MODIFICA STRUTTURA RETE;"";"";""
25559;C/E dossier 055999 non presente in TWILL;"";"";""
25460;Demo per visualizzazione e consulenza Polizze;"";"";""
25423;MON - Acquisizione in SA dei flussi emt;"";"";""
25249;MON - Acquisizione/elaborazione Mifid da flussi Cabel;"";"";""
25165;Errore carico liquidità GP (Load TDSSAL_GP) - AMBIENTE DI PRODUZIONE;"";"";""
25144;Assistenza e verifica fasi batch Twill di Test e Produzione;"";"";""
25142;MON - Valutazioni Progettuali;"";"";""
25067;Supporto fasi di TEST e PRODUZIONE;"";"";""
25061;ANOMALIA PATR. ALLA DATA;"";"";""
25031;Sal Periodici Twill Ifigest;"";"";""
25030;Installazione / System Test / Post-Avvio - Twill Ifigest;"";"";""
24976;Automatizzazione flusso integrativo GP;"";"";""
24975;Carico Struttura Rete;"";"";""
24974;MON - (AddOn) - Dashboard - link a fianco a liquidità;"";"";""
24973;Esposizione differenza tra prezzo e prezzo di carico;"";"";""
24969;Affidamenti - intervento / verifica per evidenza clienti con affidamento;"";"";""
24968;Agenda - Titoli in scadenza;"";"";""
24776;Verifica CLASSIFICAZIONE ASSET CLASS per Polizze;"";"";""
24767;Saldi CC - Saldo Contabile <> (Saldo Disponbile +/- partite prenotate);"";"";""
24753;Twill Produzione - fasi batch Connection reset;"";"";""
24728;Sezione ?prossimi impegni?, il giorno non è corretto;"";"";""
24643;Gestione copia flussi Cabel in directory alternativa;"";"";""
24570;Installazione del 18.12.2020;"";"";""
24569;"Errata classificazione ""Negoziabile""";"";"";""
24566;Configurazione Twill office;"";"";""
24559;Ctv Saldo GP non corretto;"";"";""
24556;Attività per attivazione modello di Consulenza;"";"";""
24553;(rif RFC 1124) inserire tra le informazioni sui servizi accessori le informazioni riguardanti il codice MITO ( Home Banking ) ;"";"";""
24519;Revisione calcolo CTV Derivati;"";"";""
24464;"Integrazione Twill con Xform e produzione documento ""Posizione Cliente"" da funzione OnLine Posizione Globale Cliente";"";"";""
24407;Strumenti Finanziari;"";"";""
24395;Saldi giornalieri: caricare anche per titoli non attivi;"";"";""
24370;Assistenza quadratura e adeguamento controllo semantico su TDSSAL;"";"";""
24351;Esposizione Saldo nella lista di ricerca dei dossier;"";"";""
24330;Flusso TDSCCC con record non collegati a TCLRAP;"";"";""
24284;Ampliare set informativo dei dossier GP;"";"";""
24283;Lista sottostanti GP - aggiungere cambio e cambio medio di carico;"";"";""
24282;"Lista titoli: esposizione classificazione ""negoziabile"" non attesa";"";"";""
24281;Monte Titoli del Promotore;"";"";""
24280;Gestione dossier garanzia;"";"";""
24279;Liquidità negative / affidamenti;"";"";""
24246;Supporto saldi Liquidità non presenti in GP;"";"";""
24220;Cambio label di colonna Clienti in Relazioni in Lista Posizione Globale Clienti;"";"";""
24219;Modificare visualizzazione prezzo e prezzo medio/c per DCS ;"";"";""
24198;Esposizione Dossier Garanzia in dashboard;"";"";""
24182;TCLCLR con filiale <> TCLRAP;"";"";""
24168;Assistenza ricarico flussi non corretti ricevuti da Cabel;"";"";""
24142;Global Search - Ricerche puntuali su NDG e Dossier;"";"";""
24130;Calcolo peso rischio per portafoglio Dossier;"";"";""
24122;Ricerca dossier ed export;"";"";""
24054;FEA Italiana Flexible Solution - modifiche e integrazioni - Parte Evolutiva;"";"";""
24012;Gestione liquidità GP sottostante al dossier;"";"";""
23968;Gestione saldo derivati di tipologia DCS;"";"";""
23967;Saldi dossier su SF identificati come Polizze ;"";"";""
23965;Invio giornaliero dei Saldi tramite fase ad hoc;"";"";""
23943;TTIANA senza ISNCOD;"";"";""
23940;Revisione accessi Dossier GP;"";"";""
23915;Visualizzazione Dossier;"";"";""
23907;Carico e gestione tabella Collegamenti Rapporti;"";"";""
23871;Percentuali anomale;"";"";""
23869;Carico storico prezzi da flusso excel;"";"";""
23797;Esposizione flussi GP con linea di investimento;"";"";""
23796;Dettaglio/drilldown dossier;"";"";""
23656;Gestione flusso TGPSCA;"";"";""
23635;Revisione processo di BuildPortafoglio - Stream 4;"";"";""
23634;Revisione processo di BuildPortafoglio - Stream 3;"";"";""
23587;Integration test, NON Regression test ambiente CA;"";"";""
23583;Revisione chiave rapporto per C/c Estrero;"";"";""
23409;flusso polizze ANIMA in errore;"";"";""
23286;Integrazione documentazione in proposta per polizze Eurovita;"";"";""
23273;Composizione Portafoglio - Drill Down su GP;"";"";""
23272;System & Integration Test  c/o IFIGEST;"";"";""
23271;System & Integration Test;"";"";""
23269;Composizione Portafoglio - Derivati;"";"";""
23268;Gestione Posizione Globale;"";"";""
23267;Elenco Posizioni Globali;"";"";""
23266;Elenco Contratti;"";"";""
23265;Composizione Portafoglio - Tuning su sezioni esistenti;"";"";""
23264;Info Generali e Box Saldi c/c - Tuning;"";"";""
23263;Anagrafica SF - Tuning;"";"";""
23262;Agenda - Tuning;"";"";""
23261;Pubblicazioni - Tuning;"";"";""
23260;Gestione dei Prezzi- Tuning;"";"";""
23259;Tuning Funzionalità;"";"";""
23258;Anagrafica MIFID: Rimozione Funzionalità;"";"";""
23257;Controlli Adeguatezza - Rimozione Funzionalità;"";"";""
23256;Elenco Clienti - Rimozione Funzionalità;"";"";""
23255;Elenco Operatività - Rimozione Funzionalità;"";"";""
23254;Monitoraggio - Rimozione Funzionalità;"";"";""
23253;Composizione PTF - Slide 3 - Rimozione Funzionalità;"";"";""
23252;Elenco Operatività - Rimozione Funzionalità;"";"";""
23251;Cruscotto di Gestione - Rimozione Funzionalità;"";"";""
23250;Rimozione Funzionalità;"";"";""
23249;Composizione PTF - Slide 1/2 - Batch;"";"";""
23248;Composizione PTF - Slide 2 - Asset Class;"";"";""
23247;Composizione PTF - Slide 1 - Ambito - OnLine (F+B);"";"";""
23246;DashBoard;"";"";""
23245;Revisione Processi ;"";"";""
23244;Revisione Processi GL;"";"";""
23243;Revisione Processi ;"";"";""
23242;Revisione Processi PL;"";"";""
23241;Gestione delle liste di Watch List / Scoring OnLine;"";"";""
23240;Costruzione della tabella TTIPRS / TTIPRS_PNT;"";"";""
23239;Anagrafica Titoli;"";"";""
23238;Processo di creazione di TTIANX;"";"";""
23237;Definizione Matrice di Riclassificazione;"";"";""
23236;Asset Class;"";"";""
23235;Generazione di TSTRIS;"";"";""
23234;Caricamento Excel;"";"";""
23233;Struttura Rete;"";"";""
23232;Gestione Clienti senza FA assegnato;"";"";""
23231;Gestione Dossier senza c/c di appoggio;"";"";""
23230;Gestione Ambito di un singolo SF;"";"";""
23229;Gestione Conti Margine;"";"";""
23228;Gestione C/c non associati ad un Dossier;"";"";""
23227;Strumenti Finanziari;"";"";""
23226;Revisione processo di BuildPortafoglio - Stream 2;"";"";""
23225;Revisione BuildPTF;"";"";""
23224;Rinomina Contratto Base -> Posizione Globale Cliente;"";"";""
23223;Gestione Parametro di Properties;"";"";""
23222;Gestione Posizione Globale;"";"";""
23221;Definizione Processo di acquisizione Schede Prodotto per Derivati;"";"";""
23220;Integrazione con IFIGEST;"";"";""
23219;Definizione Processo di acquisizione Schede Prodotto per Fondi;"";"";""
23218;Integrazione con FIDA;"";"";""
23217;Adeguamento processo di acquisizione Schede Prodotto;"";"";""
23215;Integrazione con Analysis;"";"";""
23210;Integrazione con CABEL;"";"";""
23209;SAL / Riunioni Interne;"";"";""
23208;Macro Analisi Tecnico/Funzionale;"";"";""
23207;Conduzione progetto ;"";"";""
23206;Project Generals;"";"";""
23205;Accesso in Active Directory;"";"";""
23204;Configurazione base di TWILL;"";"";""
23203;Set Up dell'ambiente in SKILL;"";"";""
23202;Attività Progettuali Base;"";"";""
23201;Supporto Post-Roll-Out;"";"";""
23200;Roll-Out ;"";"";""
23198;Installazione generica ;"";"";""
23197;Formazione;"";"";""
23196;Documentazione Tecnica;"";"";""
23195;Valutazioni Progettuali;"";"";""
23194;Project Generals;"";"";""
23193;Pulizia del Software per adeguamento a Prodotto;"";"";""
23192;Adeguamento processo su Consulia;"";"";""
23191;Modificare accessi con ROUCOD statico;"";"";""
23190;Revisione gestione TSTRIS e TTARUO;"";"";""
23189;Attività di miglioramento prodotto Licenza d'Uso;"";"";""
23182;POAPI / POAPD - check sequenzialità flussi trattati;"";"";""
23092;TTIRDL da riportare in ambiente live;"";"";""
22688;Adeguamento acquisizione processi flussi esistenti;"";"";""
22574;Estensione strategico in ambito Raccolta Diretta;"";"";""
22458;Accesso al portale cliente in SCA;"";"";""
22369;Componente Ramo I per Switch Multi-ramo;"";"";""
22325;Twill Office - rimozione strumenti e dashboard in home page;"";"";""
22322;errore crea raccomandazione da menù operaitività;"";"";""
22321;anomalia su fascicolo di consiglio esteso - NON CONSOLIDABILE - tutti i clienti in EVOLUTA;"";"";""
22310;Errore OPERATIVITA' SWITCH SU POLIZZA;"";"";""
22300;Polizze- Asset Class messe tutte in comparto Liquidità ;"";"";""
22299;Quadratura SLG PROFIN vs TWILL - Verifica dashboard Twill per la vista Manager vs vista in Profin ( Estrazione Dati );"";"";""
22293;Colonna Saldo Disponibile non tiene conto del segno;"";"";""
22275;Appropriatezza su SF in ptf per Persone Giuridiche;"";"";""
22270;Composizione ptf pre e post errato in riepilogo raccomandazione;"";"";""
22237;Tuning Griglie - Fase 1di2 - Rinomina Label + Layout Compatto/Esteso;"";"";""
22236;Ottimizzazione specchietto composizione portafoglio dashboard;"";"";""
22235;Ottimizzazione lista raccomandazioni;"";"";""
22213;POAPI / POAPD - Creazione raccordi TTARKR;"";"";""
22200;Anomalia Switch Polizze;"";"";""
22193;POULI - adeguamenti;"";"";""
22190;POUNQ - Gestione evento ?396|Modifica coordinate bancarie?  + varie;"";"";""
22185;Gestione Società CORE in Polizze & GP;"";"";""
22181;inserimento filtro in modalità Manager;"";"";""
22171;Visualizzazione esiti semaforici adeguatezza/appropriatezza in lista SF da semaforo Strumenti Finanziari;"";"";""
22165;Verifica su GP Symphonia estinti;"";"";""
22155;Ripristinare gestione dei sottostanti delle polizze/GP in Ricerca per Asset Class ;"";"";""
22150;Nelle griglie dei saldi mancano le date di riferimento del saldo e del prezzo;"";"";""
22149;Aggiungere il campo data fine per il calcolo della performance per stampe ;"";"";""
22148;Riportare la causale aggiuntiva ( CAUTXT ) in Movimenti Polizze ;"";"";""
22147;Attivazione link Search&Compare Fund in Header di TWILL;"";"";""
22145;Esposizione della volatilità 3 anni in Grafico Coerenza;"";"";""
22144;stampa scheda cliente;"";"";""
22142;POUNQ - adeguamenti;"";"";""
22141;POULI - trattamento eventi privi di ordine;"";"";""
22140;GPSYM - batch trattamento flussi;"";"";""
22139;Polizza Eurovita - record con check-error;"";"";""
22134;Problematica su operazioni effettuate su uno stesso comparto presente mediante più contratti;"";"";""
22131;Funzione di Interrogazione dei movimenti dei C/C affidamento;"";"";""
22130;Costi benefici - Colore e dimensione icone;"";"";""
22129;Costi benefici - Adeguatezza PTF;"";"";""
22128;Ricerca fondi per switch;"";"";""
22127;ETP: Acquisto e vendita in giornata con acquisizione eseguito;"";"";""
22126;Rimane la clessidra dei documenti in produzione anche se sono stati già prodotti;"";"";""
22108;funzionamento errato raccolta diretta per rapporti fiduciari;"";"";""
22104;Problema split vendita;"";"";""
22094;Tuning su Dati Obbligazioni;"";"";""
22093;Gestione ttarki.decdat in Aggiuntivi/Switch di Polizze;"";"";""
22092;Errore in Switch Polizze quando totale % non 100;"";"";""
22089;Aggiornamento messaggio di blocco;"";"";""
22088;Portale Cliente - Chiusura Modale dopo Attivazione FEA;"";"";""
22087;Simulazione liquidità: all?interno il totale saldo raccomandazione non viene aggiornato;"";"";""
22086;Acquisto SF in portafoglio con watch list e non adeguato;"";"";""
22085;Sistemare % su grafici di confronto (appaiono con il ?.?) ;"";"";""
22083;Il contatore del monitoraggio è a 0 anche dopo pubblicazione dati.;"";"";""
22082;Menù monitoraggio e lista monitoraggio da contratto: filtro blank su tipologia segnalazione;"";"";""
22081;Personalizzazioni griglie compatto ed esteso;"";"";""
22080;Cambiare mittente mail da profin@bancaconsulia a comunicazioni@bancaconsulia.it;"";"";""
22079;Configurazione Settings di default a 2 decimali;"";"";""
22078;Movimenti CC/Titoli del portale Cliente: prevedere massimo righe 10/25/50 /Tutti;"";"";""
22073;Accesso Cliente - Composizione ptf e dati mail telefono;"";"";""
22063;"Nell'elenco documenti, Reinvia Fea --> ""Invia con Fea""";"";"";""
22062;Firma FEA: non arriva Mail e deve dare alert a utente ?è stata inviata mail al cliente..?;"";"";""
22061;Acquisto SF con rischio liquidità KO deve finire tra gli SF non adeguati ;"";"";""
22060;FundCompare: chiamata KO;"";"";""
22059;Confronta per COMPARTI con Header Colonne come per Asset;"";"";""
22058;Supporti operativi ritorna ?directory non valida?;"";"";""
22057;Lista segnalazioni monitoraggio - Adeguamento;"";"";""
22056;Fondi: richiesta l?evidenza lista movimenti fondi (TFOMOV) in AGGIUNTA alla lista movimenti dei titoli (TTIMOV);"";"";""
22055;Coerenza/Strumenti finanziari: totali nel dettaglio SF ? invertite label colonne %peso con %apporto;"";"";""
22054;Non compaiono i dati di concentrazione (anche nel analisi/consiglio) ;"";"";""
22049;L?eseguito è atterrato in TWILL ma l?ordine non risulta chiuso;"";"";""
22032;Esposizione errata saldo titolo;"";"";""
21962;Accesso portale cliente - Non si attiva Strong Auth;"";"";""
21961;Sosttoscrizione PAC - Rendere Giorno Addebito Rata OBBLIGATORIO;"";"";""
21960;Gli ESEGUITI NON DISTRUGGONO IL PTF;"";"";""
21959;Rendimento YTD/Volatilità YTD: valori non evidenziati con separatore;"";"";""
21958;Concentrazione complessi: compare il primo valore, non il più alto;"";"";""
21957;Ordini Acquisto AZIONI - Valori % Euro;"";"";""
21955;Esposizione classificazione SF - Ordine Fondo;"";"";""
21954;Raccomandazione con ordine Fondo Pac - Errore consolidamento proposta;"";"";""
21953;Modifica esposizione dati diffEuro e % su Contenitore polizze e sottostanti;"";"";""
21952;informazione di Rendimento YTD mancante nella stampa posizione consulenza;"";"";""
21951;il link alla scheda di analysis per sottostanti polizze da sistemare;"";"";""
21949;Modifica etichetta Reportistisca;"";"";""
21948;Strong Authentication accesso automatico;"";"";""
21947;Aggiornamento portafoglio Riepilogo solo su Raccomandazione In definizione;"";"";""
21946;Completare e allineare tutte le fasi batch;"";"";""
21945;Documenti possibilità di rinvio mail FEA;"";"";""
21941;Mail per FEA;"";"";""
21940;Errore in campo Rate pagate;"";"";""
21939;Ordine polizza Uniqa - dati beneficiario - ordine rimene in Da Completare;"";"";""
21938;Descrizione dati aggiuntivi ordine Polizza Uniqa;"";"";""
21937;Raccomandazione 302120 (amb Prod.) - manca abilitazione tasto Consolida;"";"";""
21936;Nuova sottoscrizione GP - ricerca sottostanti - semaforo adeguatezza;"";"";""
21935;Ordine nuova sottoscrizione - evidenza prezzo;"";"";""
21914;Ricerca per titolo;"";"";""
21829;Esecuzione fasi SA - PL - LIVE;"";"";""
21793;TOTALI POLIZZE NON CORRETTI ( ANCHE PER POSIZIONI UNIT );"";"";""
21762;Introduzione Stacked Columns in Riepilogo consulenza e confronta per Asset Class;"";"";""
21659;Dossier estinti e CC assegnato a dossier diversi attivi;"";"";""
21624;Regressione in rimborso POLIZZE;"";"";""
21623;Regressione in Rimborso GP CONSULIA;"";"";""
21622;Revisione Accesso PORTALE CLIENTE;"";"";""
21614;Download file GP/Polizza in Proposta;"";"";""
21497;Cruscotto di gestione segue RM 20862;"";"";""
21496;Verifica User/password governance;"";"";""
21485;Apertura dettagli concentrazione su POST;"";"";""
21480;Raccolta Diretta - dossier cointestati in CE;"";"";""
21478;Modale selezione dossier da assegnare;"";"";""
21465;Errore in Raccolta diretta;"";"";""
21443;budget di rischio;"";"";""
21442;Problemi di responsive su iPad;"";"";""
21439;Adeguamento Accesso Portale Cliente con Video 24/co;"";"";""
21438;confrontO PER ASSET CLASS;"";"";""
21437;TRACCIABILITà;"";"";""
21436;PERFORMANCE E AGGREGAZIONE FONDI - PUNTO 3,4 E 5;"";"";""
21435;PERFORMANCE E AGGREGAZIONE FONDI - PUNTO 2;"";"";""
21434;PERFORMANCE E AGGREGAZIONE FONDI - PUNTO 1;"";"";""
21433;MONITORAGGIO - EVOLUTIVE - PUNTO 4;"";"";""
21432;MONITORAGGIO - EVOLUTIVE - PUNTO 3;"";"";""
21431;MONITORAGGIO - EVOLUTIVE - PUNTO 2;"";"";""
21430;MONITORAGGIO - EVOLUTIVE - PUNTO 1;"";"";""
21429;MONITORAGGIO - CORRETTIVA - PUNTO 3;"";"";""
21428;MONITORAGGIO - CORRETTIVA - PUNTO 2;"";"";""
21410;Diretta - ricerca nuovo titolo;"";"";""
21407;Anomalia Tabs operando con navigazione prev/next del browser;"";"";""
21393;Pagina di visione globale per Cliente (in Scheda Cliente e/o Portale Cliente);"";"";""
21392;Ultime operatività in dashboard / lista operatività;"";"";""
21391;Raccomandazione RIEPILOGO - Riepilogo Portafoglio;"";"";""
21390;Raccomandazione RIEPILOGO - Elenco Operazioni;"";"";""
21389;Raccomandazione RIEPILOGO - Composizione;"";"";""
21388;Raccomandazione RIEPILOGO - Controllo adeguatezza;"";"";""
21387;Raccomandazione - Grafici di confronto;"";"";""
21386;Raccomandazione - Note;"";"";""
21385;Raccomandazione - Elenco documenti con download;"";"";""
21384;Raccomandazione - Definizione e produzione documenti;"";"";""
21383;Raccomandazione - Elenco operazioni;"";"";""
21382;Raccomandazione - Inserimento nuova operazione;"";"";""
21381;Raccomandazione - Confronta per Asset Class;"";"";""
21380;Raccomandazione - Simula ptf attuale;"";"";""
21379;Raccomandazione - Costi e benefici;"";"";""
21378;Raccomandazione - Simulazione liquidità;"";"";""
21377;Raccomandazione - Controlli Adeguatezza;"";"";""
21376;Raccomandazione - Revisione GUI;"";"";""
21375;Raccomandazione - Inserimento/Edit;"";"";""
21374;Raccomandazione - Lista;"";"";""
21373;Scheda Prospect - PDF Scheda Posizione;"";"";""
21372;Scheda Prospect - Grafici di Confronto;"";"";""
21371;Scheda Prospect - Dettaglio Composizione Portafoglio;"";"";""
21364;INFO SU Delegati/Legali Rappresentanti;"";"";""
21363;MANCA POSSIBILITà DI RIMBORSO TOTALE PER LE POLIZZE;"";"";""
21362;FILTRO IN OPERATIVITA';"";"";""
21361;MONITORAGGIO;"";"";""
21360;CAUSALE DESCRIZIONE MOVIMENTI TITOLI;"";"";""
21359;TIPOLOGIA DOSSIER;"";"";""
21357;SESSIONE SCADUTA;"";"";""
21356;EVENTI IN AGENDA;"";"";""
21355;RACCOLTA DIRETTA evolutive - ALTA;"";"";""
21354;RACCOLTA DIRETTA evolutive URGENTE;"";"";""
21353;Test Raccolta Diretta - correttive - NORMALE;"";"";""
21352;Test Raccolta Diretta - correttive - ALTA;"";"";""
21351;Test Raccolta Diretta - correttive URGENTI;"";"";""
21350;Riduzione funzionalità GUI;"";"";""
21349;Riduzione funzionalità Scheda Contratto EVO;"";"";""
21348;Riduzione funzionalità Scheda Cliente;"";"";""
21347;SA - accesso con numero verde o QRCode;"";"";""
21346;SA - certificazione telefono;"";"";""
21345;Login - integrazione in Twill con PAW;"";"";""
21340;Scheda TITOLO;"";"";""
21307;Verifica: cancellazione di una classificazione di un titolo TTIANX.CLTCOD) che ho in ptf;"";"";""
21284;Nuova sottoscrizione - assegnazione automatica dossier;"";"";""
21261;filtri pre impostato;"";"";""
21257;Errore in Switch FONDI;"";"";""
21255;"Accendere ""aggiorna portafoglio"" dopo scelta di estensione a strategico";"";"";""
21252;Raccomandazione in proposta, se torno in riepilogo le sezioni dei vari SF non sono espandibili;"";"";""
21234;Raccomandazione ? Motivazioni in Informazioni Generali;"";"";""
21232;Possibilità di consolidare la Proposta se tutti gli ordini sono in stato OK;"";"";""
21213;Aggiornamento stato proposta dopo firma documenti;"";"";""
21210;Switch tabs applicazione: miglioramento performance;"";"";""
21200;Operazioni: visualizzazione dettaglio anche se salvataggio non permesso;"";"";""
21194;Distinzione stati ordini in Proposta: da assegnare o da completare;"";"";""
21193;Confronta per asset class tramite Titoli in Portafoglio (rif. #20831);"";"";""
21186;Facilitare l?utilizzo del Conto Corrente in Valuta;"";"";""
21185;Facilitare l?applicazione delle commissioni di negoziazione;"";"";""
21184;Facilitare la visualizzazione degli Eseguiti riportando direttamente nella griglia della raccolta le seguenti informazioni;"";"";""
21183;Quando si assegna il dossier, verificare l?ordine senza dover cliccare sul pulsante verifica;"";"";""
21182;Migliorare la gestione dello split dell?operazione su più dossier titoli;"";"";""
21181;Semplificare l?assegnazione dei dossier e la verifica degli ordini;"";"";""
21169;Motivazione monitoraggio fissa per CB;"";"";""
21168;Modifica con appendice: richiesta data;"";"";""
21165;"Manca bottone ""Salva/aggiorna"" su polizza BimVita";"";"";""
21156;Allargare modale per visualizzazione Style Analysis + aggiungere ambito;"";"";""
21155;Modificare visualizzazione boolean in Costi/Benefici;"";"";""
21154;Anomalia in Aggiorna Ordine di PROPOSTA;"";"";""
21153;Verifica consolidamento a seguito di modifica con appendice;"";"";""
21152;Escludere dall?assegnazione dossier i Depositi GP Symphonia ;"";"";""
21150;Mantenere filtro sempre aperto nella ricerca guidata per asset class;"";"";""
21149;Inserire ambito nella griglia per ricerca guidata per asset class;"";"";""
21148;Note in Inserimento Liquidità disabilitate;"";"";""
21145;Modifica opzioni in fase di stampa;"";"";""
21144;Il grafico per Strumenti Finanziari non si aggiorna con le operazioni inserite nella raccomandazione;"";"";""
21143;Visualizzare sottostanti inseriti in sottoscrizione polizza (Raccomandazione Consolidata);"";"";""
21142;Enfatizzare tasto Aggiorna per la produzione dei fascicoli;"";"";""
